D:\OneDrive\Desktop\IMG\center_2020_11_30_14_21_12_549.jpg,D:\OneDrive\Desktop\IMG\left_2020_11_30_14_21_12_549.jpg,D:\OneDrive\Desktop\IMG\right_2020_11_30_14_21_12_549.jpg,0,0,0,9.11E-06
D:\OneDrive\Desktop\IMG\center_2020_11_30_14_21_12_614.jpg,D:\OneDrive\Desktop\IMG\left_2020_11_30_14_21_12_614.jpg,D:\OneDrive\Desktop\IMG\right_2020_11_30_14_21_12_614.jpg,0,0,0,2.00E-05
D:\OneDrive\Desktop\IMG\center_2020_11_30_14_21_12_681.jpg,D:\OneDrive\Desktop\IMG\left_2020_11_30_14_21_12_681.jpg,D:\OneDrive\Desktop\IMG\right_2020_11_30_14_21_12_681.jpg,0,0,0,1.25E-05
D:\OneDrive\Desktop\IMG\center_2020_11_30_14_21_12_754.jpg,D:\OneDrive\Desktop\IMG\left_2020_11_30_14_21_12_754.jpg,D:\OneDrive\Desktop\IMG\right_2020_11_30_14_21_12_754.jpg,0,0,0,1.88E-05
D:\OneDrive\Desktop\IMG\center_2020_11_30_14_21_12_822.jpg,D:\OneDrive\Desktop\IMG\left_2020_11_30_14_21_12_822.jpg,D:\OneDrive\Desktop\IMG\right_2020_11_30_14_21_12_822.jpg,0,0,0,4.83E-06
D:\OneDrive\Desktop\IMG\center_2020_11_30_14_21_12_890.jpg,D:\OneDrive\Desktop\IMG\left_2020_11_30_14_21_12_890.jpg,D:\OneDrive\Desktop\IMG\right_2020_11_30_14_21_12_890.jpg,0,0,0,3.13E-06
D:\OneDrive\Desktop\IMG\center_2020_11_30_14_21_12_960.jpg,D:\OneDrive\Desktop\IMG\left_2020_11_30_14_21_12_960.jpg,D:\OneDrive\Desktop\IMG\right_2020_11_30_14_21_12_960.jpg,0,0,0,2.03E-05
D:\OneDrive\Desktop\IMG\center_2020_11_30_14_21_13_034.jpg,D:\OneDrive\Desktop\IMG\left_2020_11_30_14_21_13_034.jpg,D:\OneDrive\Desktop\IMG\right_2020_11_30_14_21_13_034.jpg,0,0,0,3.77E-06
D:\OneDrive\Desktop\IMG\center_2020_11_30_14_21_13_106.jpg,D:\OneDrive\Desktop\IMG\left_2020_11_30_14_21_13_106.jpg,D:\OneDrive\Desktop\IMG\right_2020_11_30_14_21_13_106.jpg,0,0,0,6.37E-06
D:\OneDrive\Desktop\IMG\center_2020_11_30_14_21_13_175.jpg,D:\OneDrive\Desktop\IMG\left_2020_11_30_14_21_13_175.jpg,D:\OneDrive\Desktop\IMG\right_2020_11_30_14_21_13_175.jpg,0,0,0,1.04E-05
D:\OneDrive\Desktop\IMG\center_2020_11_30_14_21_13_243.jpg,D:\OneDrive\Desktop\IMG\left_2020_11_30_14_21_13_243.jpg,D:\OneDrive\Desktop\IMG\right_2020_11_30_14_21_13_243.jpg,0,0,0,1.62E-06
D:\OneDrive\Desktop\IMG\center_2020_11_30_14_21_13_310.jpg,D:\OneDrive\Desktop\IMG\left_2020_11_30_14_21_13_310.jpg,D:\OneDrive\Desktop\IMG\right_2020_11_30_14_21_13_310.jpg,0,0,0,1.88E-05
D:\OneDrive\Desktop\IMG\center_2020_11_30_14_21_13_377.jpg,D:\OneDrive\Desktop\IMG\left_2020_11_30_14_21_13_377.jpg,D:\OneDrive\Desktop\IMG\right_2020_11_30_14_21_13_377.jpg,0,0,0,1.46E-05
D:\OneDrive\Desktop\IMG\center_2020_11_30_14_21_13_447.jpg,D:\OneDrive\Desktop\IMG\left_2020_11_30_14_21_13_447.jpg,D:\OneDrive\Desktop\IMG\right_2020_11_30_14_21_13_447.jpg,0,0,0,1.17E-06
D:\OneDrive\Desktop\IMG\center_2020_11_30_14_21_13_515.jpg,D:\OneDrive\Desktop\IMG\left_2020_11_30_14_21_13_515.jpg,D:\OneDrive\Desktop\IMG\right_2020_11_30_14_21_13_515.jpg,0,0.0249351,0,0.01473432
D:\OneDrive\Desktop\IMG\center_2020_11_30_14_21_13_583.jpg,D:\OneDrive\Desktop\IMG\left_2020_11_30_14_21_13_583.jpg,D:\OneDrive\Desktop\IMG\right_2020_11_30_14_21_13_583.jpg,0,0.1870539,0,0.1192986
D:\OneDrive\Desktop\IMG\center_2020_11_30_14_21_13_655.jpg,D:\OneDrive\Desktop\IMG\left_2020_11_30_14_21_13_655.jpg,D:\OneDrive\Desktop\IMG\right_2020_11_30_14_21_13_655.jpg,0,0.4262865,0,0.4268931
D:\OneDrive\Desktop\IMG\center_2020_11_30_14_21_13_723.jpg,D:\OneDrive\Desktop\IMG\left_2020_11_30_14_21_13_723.jpg,D:\OneDrive\Desktop\IMG\right_2020_11_30_14_21_13_723.jpg,0,0.6102534,0,0.7981655
D:\OneDrive\Desktop\IMG\center_2020_11_30_14_21_13_792.jpg,D:\OneDrive\Desktop\IMG\left_2020_11_30_14_21_13_792.jpg,D:\OneDrive\Desktop\IMG\right_2020_11_30_14_21_13_792.jpg,0,0.8550894,0,1.51214
D:\OneDrive\Desktop\IMG\center_2020_11_30_14_21_13_861.jpg,D:\OneDrive\Desktop\IMG\left_2020_11_30_14_21_13_861.jpg,D:\OneDrive\Desktop\IMG\right_2020_11_30_14_21_13_861.jpg,0,1,0,2.202117
D:\OneDrive\Desktop\IMG\center_2020_11_30_14_21_13_930.jpg,D:\OneDrive\Desktop\IMG\left_2020_11_30_14_21_13_930.jpg,D:\OneDrive\Desktop\IMG\right_2020_11_30_14_21_13_930.jpg,0,1,0,3.143646
D:\OneDrive\Desktop\IMG\center_2020_11_30_14_21_13_999.jpg,D:\OneDrive\Desktop\IMG\left_2020_11_30_14_21_13_999.jpg,D:\OneDrive\Desktop\IMG\right_2020_11_30_14_21_13_999.jpg,0,1,0,3.846786
D:\OneDrive\Desktop\IMG\center_2020_11_30_14_21_14_066.jpg,D:\OneDrive\Desktop\IMG\left_2020_11_30_14_21_14_066.jpg,D:\OneDrive\Desktop\IMG\right_2020_11_30_14_21_14_066.jpg,0,1,0,4.549359
D:\OneDrive\Desktop\IMG\center_2020_11_30_14_21_14_135.jpg,D:\OneDrive\Desktop\IMG\left_2020_11_30_14_21_14_135.jpg,D:\OneDrive\Desktop\IMG\right_2020_11_30_14_21_14_135.jpg,-0.05,1,0,5.478114
D:\OneDrive\Desktop\IMG\center_2020_11_30_14_21_14_203.jpg,D:\OneDrive\Desktop\IMG\left_2020_11_30_14_21_14_203.jpg,D:\OneDrive\Desktop\IMG\right_2020_11_30_14_21_14_203.jpg,-0.2,1,0,6.16313
D:\OneDrive\Desktop\IMG\center_2020_11_30_14_21_14_269.jpg,D:\OneDrive\Desktop\IMG\left_2020_11_30_14_21_14_269.jpg,D:\OneDrive\Desktop\IMG\right_2020_11_30_14_21_14_269.jpg,-0.4,1,0,7.053676
D:\OneDrive\Desktop\IMG\center_2020_11_30_14_21_14_337.jpg,D:\OneDrive\Desktop\IMG\left_2020_11_30_14_21_14_337.jpg,D:\OneDrive\Desktop\IMG\right_2020_11_30_14_21_14_337.jpg,-0.5500001,1,0,7.702542
D:\OneDrive\Desktop\IMG\center_2020_11_30_14_21_14_405.jpg,D:\OneDrive\Desktop\IMG\left_2020_11_30_14_21_14_405.jpg,D:\OneDrive\Desktop\IMG\right_2020_11_30_14_21_14_405.jpg,0,1,0,8.32434
D:\OneDrive\Desktop\IMG\center_2020_11_30_14_21_14_474.jpg,D:\OneDrive\Desktop\IMG\left_2020_11_30_14_21_14_474.jpg,D:\OneDrive\Desktop\IMG\right_2020_11_30_14_21_14_474.jpg,0,0.7562433,0,9.064624
D:\OneDrive\Desktop\IMG\center_2020_11_30_14_21_14_542.jpg,D:\OneDrive\Desktop\IMG\left_2020_11_30_14_21_14_542.jpg,D:\OneDrive\Desktop\IMG\right_2020_11_30_14_21_14_542.jpg,0,0.5904726,0,9.485663
D:\OneDrive\Desktop\IMG\center_2020_11_30_14_21_14_610.jpg,D:\OneDrive\Desktop\IMG\left_2020_11_30_14_21_14_610.jpg,D:\OneDrive\Desktop\IMG\right_2020_11_30_14_21_14_610.jpg,0,0.3457566,0,9.851801
D:\OneDrive\Desktop\IMG\center_2020_11_30_14_21_14_679.jpg,D:\OneDrive\Desktop\IMG\left_2020_11_30_14_21_14_679.jpg,D:\OneDrive\Desktop\IMG\right_2020_11_30_14_21_14_679.jpg,0,0.1612404,0,9.96839
D:\OneDrive\Desktop\IMG\center_2020_11_30_14_21_14_748.jpg,D:\OneDrive\Desktop\IMG\left_2020_11_30_14_21_14_748.jpg,D:\OneDrive\Desktop\IMG\right_2020_11_30_14_21_14_748.jpg,0,0,0,9.954598
D:\OneDrive\Desktop\IMG\center_2020_11_30_14_21_14_816.jpg,D:\OneDrive\Desktop\IMG\left_2020_11_30_14_21_14_816.jpg,D:\OneDrive\Desktop\IMG\right_2020_11_30_14_21_14_816.jpg,0,0,0,9.87458
D:\OneDrive\Desktop\IMG\center_2020_11_30_14_21_14_886.jpg,D:\OneDrive\Desktop\IMG\left_2020_11_30_14_21_14_886.jpg,D:\OneDrive\Desktop\IMG\right_2020_11_30_14_21_14_886.jpg,0,0,0,9.814999
